Tag	Monat	Jahr	Zahl1A	Zahl2A	Zahl3A	Zahl4A	Zahl5A	Zahl6A	ZusatzzahlA	Zahl1B	Zahl2B	Zahl3B	Zahl4B	Zahl5B	Zahl6B	ZusatzzahlB	Superzahl1	Superzahl2
4	3	1992	22	20	8	41	14	13	38		45	27	29	2	17	41	18		 	
11	3	1992	38	11	8	27	41	37	1		32	33	43	2	11	4	40		 	
18	3	1992	38	35	6	13	11	33	47		41	20	37	8	10	11	32		 	
25	3	1992	9	15	21	19	31	29	18		45	6	33	12	8	23	19		 	
1	4	1992	15	34	42	48	21	29	19		45	16	2	18	42	11	43		 	
8	4	1992	27	5	40	11	28	24	30		34	32	43	37	16	46	2		 	
15	4	1992	13	32	39	46	16	23	24		35	19	43	2	26	44	33		 	
22	4	1992	9	37	38	17	26	35	31		2	12	45	8	31	40	41		 	
29	4	1992	21	41	24	25	42	6	30		36	46	30	25	4	1	48		 	
6	5	1992	11	31	9	49	14	43	23		3	35	6	43	8	45	27		 	
13	5	1992	43	17	11	6	1	41	39		14	20	27	12	24	45	41		 	
20	5	1992	46	26	17	29	2	49	9		9	39	16	31	15	49	23		 	
27	5	1992	9	30	21	2	23	38	43		2	1	4	17	12	38	34		 	
3	6	1992	3	31	14	44	15	6	11		22	35	31	4	9	27	8		 	
10	6	1992	18	42	14	35	41	19	25		18	39	29	2	38	14	34		 	
17	6	1992	37	24	21	28	49	16	30		22	25	27	15	34	4	2		 	
24	6	1992	35	2	41	47	44	42	3		49	7	14	42	41	37	15		 	
1	7	1992	26	24	36	45	28	33	30		3	16	20	2	30	32	36		 	
8	7	1992	48	28	40	8	39	22	7		30	17	8	33	46	20	49		 	
15	7	1992	3	37	12	23	6	9	5		1	21	33	11	35	34	19		 	
22	7	1992	31	22	41	1	27	7	42		29	49	6	17	3	20	22		 	
29	7	1992	16	9	40	34	42	30	28		49	22	28	7	25	16	35		 	
5	8	1992	18	47	45	20	14	9	28		25	5	42	10	30	13	9		 	
12	8	1992	28	12	43	38	34	10	23		19	44	8	29	40	13	33		 	
19	8	1992	30	17	10	48	32	21	25		39	27	26	7	40	47	12		 	
26	8	1992	48	28	39	45	24	40	47		7	2	34	28	14	38	18		 	
2	9	1992	25	8	6	45	19	7	47		12	3	45	32	26	41	29		 	
9	9	1992	44	21	28	25	30	34	18		37	16	25	41	39	33	42		 	
16	9	1992	2	16	26	24	36	20	19		6	2	26	24	32	45	41		 	
23	9	1992	12	34	8	38	41	13	31		4	48	23	42	8	18	28		 	
30	9	1992	43	44	21	14	27	3	49		21	12	47	44	23	38	15		 	
7	10	1992	3	19	36	16	13	8	40		32	27	36	24	14	9	3		 	
14	10	1992	44	40	37	3	13	19	29		35	38	5	17	45	11	39		 	
21	10	1992	13	3	26	25	27	31	16		20	27	45	38	23	15	6		 	
28	10	1992	12	47	2	23	43	21	33		5	29	33	38	36	28	41		 	
4	11	1992	17	14	40	49	11	8	22		4	16	46	28	35	2	17		 	
11	11	1992	15	30	49	19	43	25	45		37	14	2	39	10	30	4		 	
18	11	1992	38	12	1	10	42	22	29		27	9	8	19	29	45	36		 	
25	11	1992	9	44	1	6	29	14	21		10	47	32	16	22	4	19		 	
2	12	1992	46	24	28	29	12	36	41		43	32	5	16	40	45	37		 	
9	12	1992	46	49	40	47	48	15	5		4	18	5	48	38	19	31		 	
16	12	1992	44	3	16	40	34	15	37		20	21	41	9	32	3	1		 	
23	12	1992	11	2	32	1	6	24	35		46	2	5	21	4	36	35		 	
30	12	1992	35	12	16	6	10	2	44		16	43	48	23	25	15	46		 	
6	1	1993	47	6	32	11	40	15	19		48	29	47	4	34	42	16		 	
13	1	1993	6	21	9	2	45	39	12		3	47	14	34	43	33	8		 	
20	1	1993	27	39	28	33	4	44	3		3	17	4	12	30	32	8		 	
